"first_name","last_name","gender","age","length_service","absent_hours","distribution_centers_id","entry_age"
"Gaudreau","Margaret","F","28.15389","4.202907","1.6698328",5,"23.950983"
"Valadez","Annie","F","38.816307","6.353956","45.94711",3,"32.46235"
"Dibble","Manuela","F","39.961758","4.8094187","75.76292",3,"35.15234"
"Fleischer","Delia","F","36.74606","5.899721","0",5,"30.846338"
"Monk","Linda","F","33.710793","8.397538","0",8,"25.313255"
"Gonzales","Charlotte","F","48.435772","5.2449627","139.11873",8,"43.19081"
"Thompson","Christopher","M","62.252968","6.1821766","170.82686",1,"56.070793"
"Johnson","Jennifer","F","43.898434","6.1734924","32.729885",9,"37.72494"
"Clark","Lorraine","F","42.393982","4.975841","117.05438",2,"37.41814"
"Randolph","Susan","F","32.254566","3.205742","21.386099",2,"29.048824"
"Taylor","Jennifer","F","50.414757","4.535158","44.65788",9,"45.8796"
"Gardner","Frank","M","52.882927","5.3243666","97.541374",8,"47.55856"
"Tucker","Minnie","F","33.443073","6.3141694","33.811306",5,"27.128904"
"Weisz","Lisa","F","41.901783","6.5442057","79.33623",1,"35.35758"
"Robinson","Andrew","M","42.696144","5.283717","53.765934",6,"37.412426"
"Cook","Maude","F","29.11514","4.679469","0",3,"24.435673"
"William","Bonnie","F","35.37398","7.335032","0",2,"28.03895"
"Michie","Brittany","F","44.815575","5.721586","102.12435",10,"39.093987"
"Jones","Helen","F","46.484543","5.082914","139.51495",6,"41.40163"
"Leon","Melanie","F","39.36229","4.123506","42.932636",9,"35.238785"
"Cole","Theresa","F","38.691853","5.311376","50.08331",3,"33.380478"
"Curtis","Benjamin","M","49.66179","1.5675302","99.6188",9,"48.094257"
"Olmo","Ruth","F","42.081707","6.087322","62.102516",5,"35.994385"
"Williams","Velma","F","44.673077","2.5801003","88.789856",4,"42.092976"
"Klass","Emanuel","M","56.86718","4.8010874","99.84999",4,"52.066093"
"Markel","Emma","F","59.949024","0.6226215","109.06431",6,"59.326405"
"Jimenez","Vivian","F","34.07786","3.9098556","0.50613564",4,"30.168007"
"Flores","Carrie","F","40.95723","3.868093","89.54654",5,"37.089138"
"Johnson","Edward","M","26.558754","3.2435925","15.093493",10,"23.31516"
"Frechette","Dorothy","F","48.066784","5.0369","113.10298",9,"43.029884"
"Beck","Claire","F","49.27797","4.522627","128.16832",3,"44.75534"
"Terrazas","Tracey","F","38.85773","2.982425","26.052736",10,"35.875305"
"Dent","Carlos","M","46.329235","5.727352","56.529095",8,"40.601883"
"Torres","Willie","M","33.374695","3.8144372","0",8,"29.560257"
"Record","Ernestine","F","25.111877","6.3925285","0",10,"18.719349"
"Pagan","Kristen","F","46.55656","7.7350903","115.19426",10,"38.821472"
"Bonk","Beulah","F","39.57514","3.5584633","63.57722",6,"36.016678"
"Allen","Jeanette","F","37.592167","3.0636683","40.92543",4,"34.5285"
"Barnett","Marcus","M","33.76115","6.6180544","17.648897",10,"27.143097"
"Hollier","Jane","F","41.514084","4.3820276","92.04145",9,"37.132057"
"Sparacino","Marian","F","56.830505","5.3168344","144.32039",5,"51.51367"
"Martinez","Callie","F","46.8226","4.019549","98.48669",7,"42.80305"
"Gragg","Barbara","F","50.36904","5.5376635","70.70002",1,"44.83138"
"Santos","Stanley","M","38.43558","6.887634","11.744578",8,"31.547947"
"White","Robert","M","36.806038","3.6944616","37.488186",5,"33.111576"
"Leflore","Hubert","M","55.05006","2.5602322","124.16027",10,"52.48983"
"Andrews","Lisa","F","27.064875","5.7677193","0",2,"21.297155"
"Weatherspoon","Winnie","F","41.905556","6.781318","64.781715",2,"35.124237"
"Carson","Eunice","F","36.338497","4.849257","31.15986",8,"31.48924"
"Lambert","Charles","M","43.051178","5.2110763","70.81849",9,"37.840103"
"Berg","Lon","M","55.379738","2.9558802","86.13704",3,"52.42386"
"Cabral","Alan","M","27.433588","1.8456768","9.1883",7,"25.587912"
"Brown","William","M","56.015728","6.757566","127.394745",8,"49.258163"
"Cueva","Robert","M","47.003025","8.614836","71.95647",5,"38.38819"
"Bigelow","Jackson","M","30.806356","4.2845845","21.179888",4,"26.521772"
"Renner","Walter","M","46.588","3.458544","82.00917",7,"43.129456"
"Lemley","Rhonda","F","48.906868","3.850462","135.31503",1,"45.056404"
"Corley","William","M","56.52266","3.831049","102.77325",4,"52.691612"
"Smith","Maria","F","42.34713","2.4588156","93.58299",9,"39.888313"
"Raglin","Harriet","F","50.13418","4.794186","69.90803",7,"45.339993"
"Jenkins","Robert","M","63.441757","6.110755","198.13814",2,"57.331"
"Thomas","Melissa","F","46.078434","3.9877307","50.043137",9,"42.090702"
"Adamson","Andrew","M","32.699223","4.7756023","0",9,"27.92362"
"Kirkman","Christine","F","33.48961","5.2708974","14.744088",9,"28.218712"
"Melendez","James","M","29.572989","7.13404","0",8,"22.43895"
"Smith","Samuel","M","54.223255","5.460759","60.32643",8,"48.762497"
"Woods","Anya","F","42.17936","6.184631","111.81422",2,"35.994728"
"Harrelson","Otis","M","16.531672","1.1483036","0",9,"15.383368"
"White","Johnathan","M","36.935875","5.4835873","0",5,"31.452288"
"King","Doris","F","54.335285","5.7472663","126.71024",1,"48.58802"
"Smith","Andrew","M","37.826504","4.677211","73.0906",6,"33.149292"
"Franklin","Terry","M","25.340952","3.0484476","7.8628016",10,"22.292503"
"Bateman","Stanley","M","43.839146","2.9256885","66.41562",3,"40.913456"
"Brown","Lita","F","38.70581","3.319682","84.70063",10,"35.386127"
"Button","Ronald","M","24.348808","1.8539803","0",4,"22.494827"
"Pirkle","Frances","F","33.7216","3.8231645","50.21631",5,"29.898436"
"Lacroix","Miriam","F","46.484272","8.674857","49.022915",1,"37.809414"
"Hess","Darrel","M","32.715015","4.0866594","5.328738",10,"28.628357"
"Cotton","Irene","F","33.313488","4.509082","0",5,"28.804405"
"Miller","Edward","M","32.283455","3.128087","0",8,"29.155369"
"Hale","Frank","M","25.365093","3.980767","5.164342",3,"21.384327"
"Richardson","Francine","F","43.841274","4.3953605","75.51337",3,"39.445915"
"Brown","Don","M","44.762524","6.322122","121.11154",3,"38.440403"
"Mancini","Edna","F","16.788774","2.5203378","0",5,"14.268436"
"Owens","James","M","50.072178","5.2598157","78.718864",4,"44.812363"
"Parham","William","M","38.485714","5.3744197","28.665457",3,"33.111294"
"Goss","Amy","F","53.131435","3.7432764","102.50245",5,"49.38816"
"Goldberg","Timothy","M","33.734486","3.3418925","0",8,"30.392593"
"Fischer","Alisha","F","42.365627","2.1706629","80.89876",2,"40.194965"
"Blackwell","Michael","M","53.017715","4.630103","127.31637",2,"48.38761"
"Childs","Adrian","M","42.376675","5.3199267","28.756174",6,"37.056747"
"Rider","Kenneth","M","52.155243","3.4703686","124.14915",6,"48.684875"
"Barnett","Dana","F","35.77471","4.1713877","8.494146",6,"31.603325"
"Porter","Joyce","F","44.00102","4.5010314","67.434975",1,"39.49999"
"Dix","Marjorie","F","45.127403","3.2666383","79.40465",6,"41.860764"
"Ramirez","Cheryl","F","43.2032","3.6505537","60.838028",3,"39.552647"
"Leiva","Kim","F","52.2782","4.2275953","177.50813",8,"48.050602"
"Eudy","Michael","M","37.180153","5.7508273","0",7,"31.429325"
"Gutierrez","Anita","F","31.052185","2.096269","10.395311",2,"28.955915"
"Thomas","Carolyn","F","43.64134","5.290858","77.7841",8,"38.35048"
"Naranjo","Lorenzo","M","38.11438","4.959258","10.130588",7,"33.15512"
"Johnson","Sandra","F","19.573761","7.181647","0",1,"12.392115"
"Baughn","Michael","M","51.97242","3.6655881","71.321335",5,"48.30683"
"Young","Robert","M","48.54522","4.423227","35.377357",8,"44.121994"
"Goodman","Dorothy","F","36.633423","4.200707","25.032177",7,"32.432716"
"Lopez","Joy","F","63.481926","3.2862282","194.65309",6,"60.195698"
"Hogan","Guillermo","M","40.705044","4.365758","50.162815",7,"36.339287"
"Bergen","Joseph","M","41.820187","4.5922832","20.510212",3,"37.227905"
"Boynton","Sherri","F","36.715122","3.1143224","24.470781",5,"33.6008"
"Phillips","Cassandra","F","41.341637","2.092234","110.89837",7,"39.2494"
"Rosado","Mary","F","29.483864","2.6036077","0",3,"26.880257"
"Bowman","Paulette","F","48.913033","4.6294456","132.05609",1,"44.28359"
"Mabe","Diane","F","40.196957","2.750676","43.999825",5,"37.44628"
"Phelps","Donald","M","38.6695","6.845443","26.157673",7,"31.824055"
"Garrett","Stephanie","F","40.96521","4.595397","68.689316",5,"36.369812"
"Vanwagenen","James","M","34.755917","5.964332","58.895283",2,"28.791584"
"Holmes","Gladys","F","41.45051","4.653863","0",6,"36.796646"
"Geist","Jennifer","F","44.285774","4.5916386","39.026432",6,"39.694138"
"Rivera","Michael","M","38.87828","1.7879901","55.2363",7,"37.09029"
"Taylor","Charles","M","37.978573","4.2953234","52.460327",8,"33.68325"
"Leon","Courtney","F","46.55932","1.7100903","73.41099",1,"44.849228"
"Dunn","Marie","F","27.297346","2.7857454","34.1226",8,"24.5116"
"Anthony","Mary","F","43.14055","4.561994","84.71146",1,"38.578556"
"Poon","William","M","54.112083","3.8350565","108.375",6,"50.277027"
"Durrett","Anthony","M","45.812237","4.4065933","76.1344",2,"41.405643"
"Ortiz","Debrah","F","62.7184","5.264765","206.01698",2,"57.453636"
"Sutton","Christena","F","41.783833","5.330956","40.989418",4,"36.452877"
"Yamaguchi","John","M","53.741585","5.3878536","91.49871",10,"48.35373"
"McElrath","Louella","F","28.427427","7.786897","0",5,"20.64053"
"Rehm","Sherry","F","18.37074","4.644051","0",4,"13.72669"
"Johnson","Mary","F","18.940939","4.863355","0",3,"14.077583"
"Brewer","Jenny","F","44.284492","3.9907825","122.59044",9,"40.29371"
"Johnson","Victoria","F","43.05656","6.157021","63.087597",6,"36.89954"
"Wilson","Jason","M","36.229805","3.725719","3.8501797",6,"32.504086"
"Mounce","Barbara","F","39.456562","4.8314805","92.41547",9,"34.62508"
"Ford","Virginia","F","48.96631","4.898267","52.108448",2,"44.068043"
"Wayman","Olive","F","65.19902","5.7812133","222.67978",5,"59.41781"
"Smith","Jewell","F","43.39936","2.649268","80.28581",4,"40.75009"
"Lopez","Barbara","F","54.455704","2.3499475","136.7379",10,"52.105755"
"Young","Kathleen","F","32.70916","5.8598967","0",2,"26.849262"
"Potts","Sarah","F","22.321314","4.70675","0",1,"17.614563"
"Carter","Thomas","M","35.1899","3.5252576","32.74982",3,"31.664642"
"Daugherty","Bruce","M","39.292236","3.8352711","1.8220704",10,"35.456966"
"Calhoun","David","M","34.44132","3.4281218","0",6,"31.013197"
"Glover","Madeline","F","23.411392","6.453361","0",8,"16.95803"
"Wood","William","M","46.87577","5.012913","59.713863",3,"41.862858"
"Pierce","Julio","M","26.558683","4.305448","0",9,"22.253235"
"Walden","Robert","M","33.001564","5.3284035","29.095678",4,"27.67316"
"Lute","Mike","M","49.25281","3.4419408","64.66712",2,"45.81087"
"Lee","Bobby","M","37.05692","4.791857","26.101267",5,"32.26506"
"Avans","Tamica","F","40.921337","3.564494","74.14855",4,"37.356842"
"Shelton","Alex","M","52.036316","4.5041413","103.76381",4,"47.532173"
"Jimenez","Leslie","M","40.596607","2.589039","22.74671",5,"38.00757"
"Park","Shirley","F","47.02796","7.090166","100.09159",7,"39.937798"
"Bright","Elizabeth","F","15.718031","3.695452","0",3,"12.022579"
"Weiss","Tasha","F","33.403027","4.9595065","38.046543",6,"28.44352"
"White","Elvira","F","61.090504","3.0760403","196.48923",7,"58.014465"
"Shrewsbury","Marvin","M","42.323513","5.3549585","22.510248",1,"36.968555"
"Martin","Rickey","M","33.71779","5.6007676","0",10,"28.117022"
"Pike","Bill","M","38.995567","6.4177566","11.967001",6,"32.577812"
"Sheppard","Tommy","M","31.829823","3.6385531","62.521637",5,"28.191269"
"Sanchez","Leta","F","41.930515","2.7033565","97.79443",9,"39.227158"
"Powell","Carlos","M","53.065865","2.7792726","88.59644",4,"50.28659"
"Leister","Doris","F","42.981586","4.0045505","82.21069",9,"38.977036"
"Simons","William","M","50.189777","6.056224","82.89449",2,"44.133553"
"Polk","Linda","F","29.966318","6.123293","0",5,"23.843025"
"Hodge","William","M","38.982147","4.4436145","24.711168",10,"34.538532"
"Peltier","Ann","F","14.660112","3.508878","0",3,"11.151235"
"Barnes","Donald","M","55.46016","4.754894","109.37477",2,"50.705265"
"Aucoin","Robin","F","35.30205","5.729326","12.914476",8,"29.572725"
"Taylor","Timothy","M","57.416237","2.1224918","86.99247",6,"55.293747"
"Arrington","Sandra","F","45.670498","4.141667","105.15091",1,"41.52883"
"Shelor","Stephanie","F","53.849316","5.762355","152.80147",10,"48.08696"
"Neville","Ronald","M","19.566404","1.8902963","0",3,"17.676107"
"Dumont","Robert","M","47.362988","3.8253448","90.51387",1,"43.537643"
"Tichenor","Wayne","M","40.07762","4.813418","58.8725",3,"35.264202"
"Loftin","James","M","46.938526","5.821092","135.87222",7,"41.117435"
"Land","Brad","M","38.598087","7.1736345","4.2527957",7,"31.424454"
"Mann","Delores","F","52.98398","3.2619069","102.58518",1,"49.722073"
"Betancourt","Frederick","M","60.962452","6.771241","119.41108",5,"54.19121"
"Gilbert","Jerome","M","29.126886","4.137514","0",2,"24.989372"
"Springer","James","M","69.97143","3.6299515","224.42674",1,"66.34148"
"Leroy","Stephen","M","34.531242","4.2477565","0",1,"30.283485"
"Thibodaux","Jon","M","50.28305","2.4431534","118.81152",6,"47.839897"
"Morris","Danielle","F","38.831116","2.933199","49.85762",3,"35.89792"
"Young","Freda","F","35.2703","3.3834498","17.396175",5,"31.886852"
"Sturdivant","Howard","M","30.403692","6.7627172","0",6,"23.640976"
"Gomez","Francisco","M","48.590942","7.0579524","106.592354",1,"41.53299"
"Worden","John","M","40.19492","4.2091317","62.15569",6,"35.985786"
"Romero","Scott","M","26.57809","4.573378","0",6,"22.004713"
"Harris","Lois","F","52.095295","6.2220044","86.353615",1,"45.87329"
"Studley","Ben","M","48.86968","5.2141256","93.937225",3,"43.655552"
"Cooper","Charles","M","34.028767","5.718956","0",5,"28.30981"
"Waltz","Eileen","F","54.51278","6.289815","114.20691",2,"48.222965"
"Alonso","Christopher","M","42.04585","3.0276592","50.24629",8,"39.01819"
"Gonzales","Lee","M","34.700787","6.5581985","32.92718",3,"28.142588"
"Triplett","Cheryl","F","47.02059","4.967777","114.635284",1,"42.052814"
"Smith","Janet","F","31.084972","6.5629086","0",6,"24.522064"
"Soria","Mark","M","41.234974","7.9115944","31.687233",2,"33.32338"
"Bernier","Ruth","F","39.20276","4.1462564","48.82608",3,"35.056503"
"Stott","Jennifer","F","44.562466","5.818512","72.47545",1,"38.743954"
"West","Scott","M","54.607975","3.5727317","127.73578",6,"51.035244"
"Currie","Joshua","M","44.330334","3.3573987","105.63067",8,"40.972935"
"Jackson","Kenneth","M","21.095545","4.88188","0",6,"16.213665"
"Johnson","Ronald","M","36.038296","5.334154","21.729181",9,"30.704142"
"Weaver","David","M","35.504696","0.28169334","12.049049",5,"35.223003"
"Gary","Tristan","M","24.468264","5.0935364","0",8,"19.374727"
"Carey","Pamela","F","26.760954","8.8390045","0",4,"17.92195"
"Richardson","Christin","F","38.843662","4.0716248","6.2241697",6,"34.772038"
"McMullen","Melvin","M","37.403442","8.051759","25.75855",8,"29.351685"
"Gonzalez","Gladys","F","33.49277","5.215094","35.978024",7,"28.277678"
"Barkley","Marie","F","41.59086","5.3779955","52.48797",6,"36.212864"
"Booth","Elinor","F","37.943962","6.325674","27.129395",9,"31.618288"
"Dunbar","Amanda","F","38.946785","1.0611913","56.553154",4,"37.885593"
"Smith","Roscoe","M","40.484684","5.181804","43.602757",4,"35.30288"
"Olson","Thomas","M","18.988552","3.8150144","0",1,"15.173538"
"White","Robert","M","32.378998","2.191705","0",5,"30.187292"
"Garden","Bridget","F","50.81535","3.611707","116.540726",10,"47.203644"
"Garcia","Luis","M","45.11387","4.4484534","45.677853",8,"40.665417"
"Cunningham","Gladys","F","25.435324","2.8635826","33.92939",10,"22.571741"
"Day","Gwendolyn","F","46.15101","5.505385","95.24975",1,"40.645622"
"Oehler","Thomas","M","34.831078","4.133268","53.42516",7,"30.69781"
"Lindquist","Margaret","F","35.877377","8.484806","72.24785",8,"27.39257"
"Pfeifer","Maria","F","37.321907","4.435318","48.9622",5,"32.88659"
"Cantrell","Jesse","M","45.005074","4.0083632","55.505352",6,"40.99671"
"Acosta","Douglas","M","45.748787","5.973675","34.762867",10,"39.775112"
"Lewis","James","M","51.08552","4.2729397","131.57376",10,"46.812584"
"Carlton","Maria","F","54.795673","5.0045805","145.60881",5,"49.791092"
"Cho","Shirley","F","29.764109","4.241896","1.6588033",10,"25.522213"
"Goss","James","M","25.625404","2.0717936","30.692492",3,"23.553612"
"Brown","Ophelia","F","49.299927","4.940064","111.483986",3,"44.359863"
"Adan","Joseph","M","36.36691","2.218496","0.30398008",1,"34.148415"
"Trigg","Ernestina","F","25.742758","2.9760137","0",10,"22.766745"
"Osborne","Bobbi","F","43.045055","3.2906654","80.27278",2,"39.75439"
"Beasley","Neal","M","43.74622","3.1926322","56.73197",7,"40.55359"
"Padilla","Jessica","F","33.457153","6.6328435","18.618038",8,"26.82431"
"Walker","John","M","56.348843","4.570493","147.64304",9,"51.77835"
"Arce","James","M","35.823284","3.4479125","25.110153",9,"32.37537"
"Ingram","Angelina","F","41.253204","2.6528034","84.578964",3,"38.600403"
"Battle","Edith","F","52.87929","4.83935","134.13419",9,"48.03994"
"Feeney","Jessie","F","62.15004","4.6892138","197.03767",9,"57.460827"
"Deason","Jesus","M","33.34756","4.4272556","4.9518356",8,"28.920305"
"Freeman","Timothy","M","45.329597","3.3560565","71.14982",6,"41.97354"
"Medina","Ella","F","48.68898","3.1932435","69.72079",5,"45.495735"
"Skidmore","Shelley","F","28.37606","5.784597","0",1,"22.591463"
"Duke","Edna","F","27.726355","5.7023525","0",5,"22.024002"
"Cruz","Alfredo","M","55.52446","4.003483","126.50305",5,"51.520977"
"Leblanc","Al","M","47.896206","5.7330503","78.88334",2,"42.163155"
"Chapman","Homer","M","44.285492","6.2918143","75.19292",2,"37.99368"
"Smith","Lucinda","F","38.90498","4.583781","54.089394",1,"34.321198"
"Green","Nichole","F","46.244034","4.5085626","60.868214",1,"41.73547"
"Elliot","William","M","27.203653","4.500767","1.4616283",7,"22.702887"
"Hunt","Ashely","F","32.409027","3.8493245","0",7,"28.559702"
"Cuellar","Willie","M","43.96962","7.196702","47.17619",9,"36.77292"
"Brown","Deandrea","F","38.064262","3.9008818","83.28569",1,"34.16338"
"Dengler","Irving","M","30.727026","4.718018","0",4,"26.009008"
"Craig","Adan","M","43.456497","4.233643","42.107635",2,"39.222855"
"Simmons","Darrell","M","37.54056","6.8452473","70.91828",4,"30.695314"
"Seltzer","Thomas","M","47.79158","3.3433554","97.68944",7,"44.448223"
"Lopez","Charles","M","51.160095","7.3420496","113.30024",3,"43.818047"
"Hack","Lisa","F","43.730686","7.1222734","68.118355",5,"36.608414"
"Rester","Ann","F","51.176525","3.1401923","139.92848",7,"48.03633"
"Shimizu","Marilyn","F","27.274218","4.220412","31.263731",6,"23.053806"
"Taylor","Nathan","M","42.14981","5.810115","66.31198",1,"36.339695"
"Davis","Danielle","F","42.436756","3.3530576","67.959",1,"39.0837"
"Wesley","Lanny","M","42.09234","2.5244486","21.516254",10,"39.56789"
"Thompson","Sadie","F","28.725359","4.3518767","9.889107",10,"24.373482"
"Tillman","John","M","43.817635","2.4373746","55.115307",2,"41.38026"
"Jordan","Wanda","F","41.9301","2.532946","78.56144",8,"39.397152"
"Gates","David","M","40.27884","6.9227767","21.564175",4,"33.356064"
"Wilson","Mary","F","39.86377","4.5732045","38.59715",10,"35.290565"
"Patterson","Sharon","F","37.961372","2.1726499","51.88329",2,"35.788723"
"Morrell","Janice","F","33.99687","1.1264715","32.96064",9,"32.870396"
"Lott","Thomas","M","57.40727","8.423562","102.806015",2,"48.983707"
"Acosta","Sherry","F","46.62572","4.709206","56.63277",9,"41.916515"
"McGowan","Richard","M","21.029226","2.8883955","0",6,"18.140831"
"Chestnut","Julie","F","31.600466","5.0536604","0",10,"26.546806"
"Morgan","Richard","M","29.296265","3.8125143","0",10,"25.48375"
"Dunfee","Kenneth","M","55.45753","3.9348671","84.76414",5,"51.522663"
"Webster","David","M","43.5669","5.4433384","38.780758",6,"38.123558"
"Hentz","Lisa","F","47.544327","4.8599987","81.789986",8,"42.684326"
"Carroll","Frances","F","38.951206","4.1588287","48.792015",1,"34.792377"
"Wood","Eugene","M","30.750195","4.121953","0",5,"26.628242"
"Karst","William","M","35.816628","5.908226","12.125857",2,"29.908401"
"Rother","Janie","F","39.224163","4.2122607","35.34473",7,"35.0119"
"Beaver","Sara","F","48.55307","2.639921","77.39743",9,"45.91315"
"Tolliver","Gary","M","33.6292","2.6709971","15.493628",9,"30.958202"
"Gonzales","Michael","M","42.19773","3.7249827","87.68458",5,"38.472748"
"Rivenburg","Ami","F","45.490932","5.8049545","88.51001",1,"39.685978"
"Williamson","Ethel","F","46.619583","3.0039327","68.61956",10,"43.61565"
"Rooney","Lonnie","M","46.876213","5.820704","82.84953",1,"41.055508"
"Olson","Ralph","M","31.647423","2.6817446","0",6,"28.96568"
"Kaczor","Arnita","F","35.123222","4.7206683","9.606418",10,"30.402554"
"Croy","Mark","M","38.265312","2.4829338","31.507002",7,"35.78238"
"Henderson","Joan","F","43.452568","4.8401685","40.419586",7,"38.6124"
"Williams","Lucy","F","45.345264","4.4692197","82.42424",7,"40.876045"
"Keaton","James","M","39.479923","5.657017","42.46184",4,"33.822906"
"Prescott","Trinh","F","56.73281","5.487275","137.46886",6,"51.245537"
"Cope","Charles","M","43.675438","5.238042","57.059456",1,"38.437397"
"Randall","Sandra","F","33.39484","6.5427804","0",4,"26.85206"
"Brown","Michelle","F","52.88656","4.019142","95.13877",1,"48.867416"
"Witt","Wm","M","25.642569","2.5797715","22.419044",1,"23.062798"
"Lee","Jenny","F","35.360966","5.0901017","32.015465",6,"30.270864"
"Fraser","Sybil","F","42.805317","4.7282906","82.896225",6,"38.077026"
"Goodwin","Richard","M","45.136143","5.659539","71.15282",7,"39.476604"
"Flock","Samuel","M","53.404606","3.7567592","64.10008",7,"49.647846"
"Chambers","Miranda","F","40.373272","1.2073916","79.79357",6,"39.165882"
"Madrid","Audrey","F","53.955746","5.118523","130.43625",10,"48.837223"
"Stanley","Arthur","M","42.840305","5.0192966","73.2689",8,"37.821007"
"Miles","Maud","F","46.111572","4.703576","153.13971",2,"41.407997"
"Green","Charles","M","36.75158","3.1790767","53.155167",10,"33.572502"
"Renfro","Cheryl","F","23.292133","4.432919","0",5,"18.859215"
"Emerson","Mary","F","41.18083","6.052128","68.09235",8,"35.1287"
"Hayes","Wilma","F","31.36731","4.004824","0",8,"27.362486"
"Anderson","Linda","F","45.87422","4.61668","77.91162",7,"41.25754"
"Evans","Monica","F","34.940792","7.037596","6.620844",7,"27.903196"
"Woodard","Evelynn","F","35.16081","3.668518","9.55868",4,"31.49229"
"Carter","Shane","M","24.546156","5.167233","0",7,"19.378923"
"Thomas","Eric","M","31.709667","3.314701","56.8174",8,"28.394966"
"Gonzalez","Brandee","F","39.239494","4.825296","71.17447",1,"34.4142"
"Stubbs","Jose","M","47.290623","5.2231126","91.28597",3,"42.06751"
"Davis","Ruby","F","38.458805","6.99206","0",8,"31.466745"
"Randell","Ellen","F","66.15376","4.0583477","170.54343",9,"62.095413"
"Diamond","Kathleen","F","37.733486","4.0043125","59.638844",8,"33.72917"
"Abbate","Laurie","F","39.891884","1.7666001","51.527",1,"38.125282"
"Cobb","Christopher","M","34.347496","4.437776","18.812944",3,"29.90972"
"Peet","Emory","M","22.514153","2.9610186","0",4,"19.553135"
"Crowell","Daniel","M","54.026936","4.9189444","133.16368",8,"49.10799"
"Garrett","June","F","46.844585","6.390188","113.558525",10,"40.4544"
"Rouse","Thomas","M","49.56575","5.6235414","127.860214",4,"43.942207"
"Williams","Charlotte","F","39.780205","3.5599031","80.72887",5,"36.220303"
"Eudy","Gordon","M","26.252499","5.298145","0",8,"20.954353"
"Eppler","Kathleen","F","50.494934","4.364766","118.45209",4,"46.13017"
"Cox","Willie","M","33.377865","4.9728513","24.570072",6,"28.405014"
"Keller","Michael","M","44.22461","2.948693","57.143673",2,"41.275917"
"Blunt","Judith","F","21.753849","5.0013275","0",3,"16.752522"
"Taylor","Kent","M","31.11975","4.307866","0",2,"26.811882"
"Morales","James","M","61.505886","4.0584636","124.25267",5,"57.447422"
"Pyatt","Caleb","M","22.889582","3.2870142","0",7,"19.602568"
"Brown","Matthew","M","38.66687","5.1451817","20.41989",2,"33.52169"
"Harvey","Daniel","M","32.700012","4.600081","8.664671",8,"28.099932"
"Harvey","Jana","F","47.684185","4.3296576","87.584625",7,"43.354527"
"Smith","Cheryl","F","42.766117","4.250198","76.31479",1,"38.51592"
"Barton","Kelly","F","53.552284","7.252136","112.9387",4,"46.300148"
"Stewart","Charles","M","51.96374","3.3562424","109.05453",5,"48.6075"
"Thayer","Marie","F","32.932114","4.597999","0",4,"28.334114"
"Oakman","Randall","M","45.338654","4.539233","42.0218",2,"40.79942"
"Manuel","Julia","F","48.92282","3.4140632","95.541824",3,"45.50876"
"Richardson","Christopher","M","54.872463","2.8820505","126.68819",4,"51.990414"
"Bailey","Jennifer","F","44.474796","7.2429605","104.341835",6,"37.231834"
"Allen","Dortha","F","36.43549","4.815891","0",8,"31.619598"
"Moses","Clifford","M","36.944157","3.7972147","39.914482",8,"33.146942"
"Quinones","Donna","F","46.221214","4.6920166","65.208855",9,"41.529198"
"Vargas","Robert","M","50.52562","3.6247497","125.70084",5,"46.90087"
"McCullough","Karen","F","37.394012","2.1131635","83.130516",3,"35.28085"
"Brown","Adria","F","51.944523","5.522581","109.32508",6,"46.421944"
"Baker","Shirley","F","41.58","4.4739203","23.319635",10,"37.106083"
"Bolt","Loretta","F","40.93002","5.9230022","47.88315",7,"35.00702"
"Taylor","Jose","M","35.43821","2.8110805","0",8,"32.62713"
"Youngblood","Lee","M","48.232838","5.6641536","97.74385",6,"42.568684"
"Owens","Tony","M","52.20602","2.9493704","98.4214",8,"49.25665"
"Bilbrey","Anne","F","46.094387","6.0242767","48.89493",10,"40.07011"
"Tolbert","Sandra","F","40.310677","4.9274445","82.94988",1,"35.383232"
"Ogden","Carlos","M","52.243523","7.584465","106.00014",2,"44.659058"
"Miller","Richard","M","25.462992","5.8724437","0",8,"19.590548"
"Koger","Justin","M","34.27728","5.574117","16.676788",8,"28.703161"
"Wilson","Jeremiah","M","28.379244","7.1770544","44.482098",1,"21.20219"
"Askew","Amy","F","49.41541","4.138225","115.80705",3,"45.277184"
"Manning","Joe","M","49.8713","3.8528392","96.07672",10,"46.01846"
"Swanson","Madeline","F","61.751556","2.352783","160.15251",10,"59.398773"
"Davenport","Jonathan","M","50.565563","3.9650664","128.73608",10,"46.6005"
"Parker","Ruby","F","44.81475","4.2284184","88.11671",10,"40.586334"
"Cabrera","Charles","M","40.8534","7.0486703","51.423817",1,"33.80473"
"Ross","Ralph","M","46.42679","6.9322815","45.356674",5,"39.494507"
"Cimino","Michelle","F","39.842953","3.169988","60.92777",10,"36.672966"
"Ricks","Tabitha","F","34.887154","4.729075","0",9,"30.15808"
"Smith","Marva","F","43.459126","4.435358","84.88035",1,"39.023766"
"Sanchez","Margot","F","25.622671","4.667348","0.719281",3,"20.955322"
"Conforti","Barbara","F","59.70503","4.9789214","167.42818",4,"54.72611"
"Storms","Howard","M","44.901722","3.2972453","28.837324",10,"41.604477"
"Ellison","Joanne","F","18.599617","6.6158686","0",5,"11.983748"
"Anderson","Jill","F","30.988176","2.667783","0",4,"28.320393"
"Hathaway","Sandra","F","59.12553","5.8631907","156.06041",8,"53.26234"
"Gutshall","Joseph","M","41.364216","4.1002407","24.79477",2,"37.263977"
